x_range mlu lu90 lu50 ahc competitive_ratio 
0 0.700251840802 0.512092079348 0.206785463606 1.93 1.11750073346 
1 0.745161119146 0.552430218413 0.227503577696 1.93 1.19066333442 
2 0.77377494782 0.566167977632 0.236219276358 1.93 1.22819291815 
3 0.788460484627 0.58071565822 0.246239600815 1.93 1.25902166228 
4 0.801830009444 0.585975631939 0.260741857839 1.93 1.2777417846 
5 0.811218191894 0.592435299612 0.271449368807 1.93 1.29247779756 
6 0.821725762646 0.597621055577 0.2764349279 1.93 1.3051600376 
7 0.82709634278 0.603803237144 0.28553720095 1.93 1.31707909812 
8 0.830462498879 0.606615836909 0.29566797034 1.93 1.32617825958 
9 0.838514464391 0.6128191836 0.299193275964 1.93 1.33682094657 
10 0.845286215022 0.617635681611 0.303464586437 1.93 1.35029239318 
11 0.849650339969 0.621400275591 0.311096728184 1.93 1.35561650294 
12 0.854026480564 0.625698900667 0.315174761224 1.93 1.36486672408 
13 0.859367189413 0.630190624057 0.320357213569 1.93 1.37109461175 
14 0.861724415184 0.634384952618 0.32264136062 1.93 1.38102443311 
15 0.865314848876 0.638926797704 0.325995033442 1.93 1.3927685937 
16 0.872157106563 0.644304910633 0.329970157387 1.93 1.40264472804 
17 0.878972290586 0.647141817764 0.335224091943 1.93 1.41151641126 
18 0.885626798382 0.650434949168 0.337101039232 1.93 1.41744802164 
19 0.887477305691 0.654397425318 0.340320668226 1.93 1.42727838604 
20 0.893525466585 0.658552833677 0.342705018513 1.93 1.43696320436 
21 0.897285718448 0.659536133714 0.346094303176 1.93 1.44895176943 
22 0.902408886855 0.661582977094 0.348619026675 1.93 1.45932264127 
23 0.906396656129 0.663534083002 0.351575018925 1.93 1.47039484373 
24 0.911077024534 0.665392735752 0.355000943658 1.93 1.47997110515 
25 0.917709265797 0.667208980234 0.35666315092 1.93 1.48782253228 
26 0.92080944549 0.670811157291 0.360256998364 1.93 1.4959314445 
27 0.923869773405 0.673424509002 0.362041120451 1.93 1.50475880139 
28 0.92709103506 0.675538993883 0.366037947773 1.93 1.51487917578 
29 0.932520363094 0.67719538225 0.368009844201 1.93 1.52330882538 
30 0.934853468641 0.679387426598 0.369935013833 1.93 1.53212301102 
31 0.936409237022 0.683077954864 0.372928551033 1.93 1.53817837999 
32 0.939932128525 0.686286284885 0.376572904894 1.93 1.54460462899 
33 0.945547069405 0.689676312942 0.378855719486 1.93 1.5507478332 
34 0.950710325705 0.693153419504 0.381842690955 1.93 1.5577634763 
35 0.954204096325 0.696014826554 0.383863093317 1.93 1.56998314163 
36 0.957249734976 0.699465424264 0.384956524056 1.93 1.58338002393 
37 0.962718756207 0.702651023657 0.387138546378 1.93 1.59348511012 
38 0.965522965504 0.705733613912 0.388767573935 1.93 1.60619051014 
39 0.967226145252 0.70867174419 0.390996578094 1.93 1.61623544787 
40 0.970396851331 0.710193571321 0.392302018031 1.93 1.62846746022 
41 0.975366990839 0.711635326412 0.394899130786 1.93 1.63801028906 
