x_range mlu lu90 lu50 ahc competitive_ratio 
0 0.531822556701 0.358079602168 0.0619915269148 1.76785765689 1.16046789156 
1 0.554904284445 0.384671796355 0.11228062701 1.76785765689 1.21039447006 
2 0.568918286893 0.415882417193 0.119510984755 1.76785765689 1.24592884146 
3 0.57874765334 0.428153531932 0.13109605357 1.76785765689 1.26500709722 
4 0.584799468675 0.446296571579 0.135723866947 1.76785765689 1.29479708075 
5 0.592961103901 0.453440819997 0.14376140513 1.76785765689 1.31177701649 
6 0.601529894678 0.458443242691 0.148249178958 1.76785765689 1.31526709724 
7 0.605422084623 0.466449436334 0.152470144021 1.76785765689 1.33517130952 
8 0.611081462015 0.472042258257 0.155938646626 1.76785765689 1.34867567331 
9 0.615024819367 0.475623052578 0.158255784911 1.76785765689 1.3609694607 
10 0.618678535575 0.478427561866 0.161593062792 1.76785765689 1.37558713716 
11 0.623027061779 0.482858608655 0.165245234802 1.76785765689 1.38551999665 
12 0.628979626683 0.48812658472 0.16733564189 1.76785765689 1.39614409153 
13 0.631170890713 0.492249760286 0.171530703936 1.76785765689 1.40507663287 
14 0.636555219966 0.495518036295 0.173644094895 1.76785765689 1.42857103255 
15 0.642266669845 0.497688394672 0.175672208834 1.76785765689 1.44355235419 
16 0.644803795578 0.500951747077 0.177976168122 1.76785765689 1.45383545267 
17 0.649553997376 0.503569895713 0.180294822375 1.76785765689 1.46231004533 
18 0.652495989031 0.505226651336 0.183124945882 1.76785765689 1.46780048813 
19 0.653913267332 0.507783113721 0.185205545599 1.76785765689 1.47433886027 
20 0.656253717293 0.510046154899 0.187638874936 1.76785765689 1.48388698893 
21 0.659542865578 0.511728146767 0.190410448399 1.76785765689 1.49259984257 
22 0.664644773934 0.514398394509 0.191811823681 1.76785765689 1.5040039094 
23 0.66771622978 0.517225902703 0.193918757938 1.76785765689 1.51502631155 
24 0.670769121494 0.518947112466 0.196774499112 1.76785765689 1.52811445085 
25 0.67438626998 0.521146530126 0.199734729067 1.76785765689 1.5313703814 
26 0.678619242624 0.522773591237 0.202432523505 1.76785765689 1.5313703814 
27 0.680780773735 0.524772904257 0.203927968269 1.76785765689 1.53499892129 
28 0.684059732627 0.526714531141 0.205871939554 1.76785765689 1.54333214168 
29 0.685451619881 0.528227857092 0.208541045815 1.76785765689 1.5486804004 
30 0.689968062028 0.529788617057 0.210135363783 1.76785765689 1.55397791685 
31 0.692369072498 0.532804331525 0.211912580476 1.76785765689 1.56497475717 
32 0.694159732553 0.534910461675 0.21335281993 1.76785765689 1.56978092245 
33 0.696421651789 0.536762437357 0.215045140549 1.76785765689 1.57477197466 
34 0.699436363751 0.538409800934 0.217019013822 1.76785765689 1.58784138134 
35 0.702856888262 0.540603167219 0.218184050121 1.76785765689 1.59233997425 
36 0.705850551317 0.542235422329 0.220240008332 1.76785765689 1.59743219391 
37 0.711809259857 0.543867256914 0.221585057318 1.76785765689 1.6032479199 
38 0.714701154859 0.546162865672 0.222789150701 1.76785765689 1.60921594001 
39 0.716507124952 0.546991430593 0.226846964051 1.76785765689 1.6137390567 
40 0.720336807217 0.54879756526 0.228895940066 1.76785765689 1.61717887307 
41 0.721500163336 0.550535256201 0.230385553391 1.76785765689 1.62286651546 
42 0.725184580146 0.551775136009 0.231684220537 1.76785765689 1.62837433511 
43 0.726663917742 0.554035237942 0.233229240117 1.76785765689 1.63475150389 
44 0.730574186941 0.555440947112 0.235431486275 1.76785765689 1.64026879998 
45 0.733636313651 0.557355367118 0.237646610662 1.76785765689 1.64707266133 
46 0.737158154119 0.55977016534 0.239492293512 1.76785765689 1.6511244029 
47 0.739238555121 0.562342675133 0.241063433473 1.76785765689 1.65506417199 
48 0.742887749808 0.565333426616 0.244390279786 1.76785765689 1.65995192998 
49 0.744283937526 0.566207817686 0.245776598535 1.76785765689 1.66431030957 
50 0.746622235686 0.568296660401 0.247921490051 1.76785765689 1.66890482611 
51 0.748172497913 0.571428677173 0.249544827956 1.76785765689 1.67457149036 
52 0.750266767831 0.57369502742 0.250896912446 1.76785765689 1.68220217828 
53 0.755216671077 0.576406574429 0.25270523563 1.76785765689 1.68623243311 
54 0.758109718871 0.577719331549 0.254069517786 1.76785765689 1.68971558189 
55 0.763497196622 0.580057106394 0.255728316636 1.76785765689 1.69339642027 
56 0.767215958309 0.58211536859 0.257569410385 1.76785765689 1.69959802033 
57 0.768956608641 0.584221040092 0.259752304378 1.76785765689 1.70698322806 
58 0.77193349106 0.585704834735 0.2628207473 1.76785765689 1.71255593035 
59 0.774293847261 0.588699968926 0.265030886077 1.76785765689 1.71955902286 
60 0.777701390736 0.589901456107 0.266577717548 1.76785765689 1.72636549095 
61 0.783269994713 0.592248716731 0.26860996214 1.76785765689 1.73127831283 
62 0.786540814979 0.594527788139 0.270726606957 1.76785765689 1.73564992815 
63 0.789002553761 0.596622953231 0.271790733743 1.76785765689 1.7410675734 
64 0.792914968616 0.598646040646 0.274657471885 1.76785765689 1.7410675734 
65 0.799488120591 0.60265011459 0.278088803403 1.76785765689 1.7410675734 
66 0.806710693496 0.604188798056 0.281097217727 1.76785765689 1.7410675734 
67 0.810630837461 0.605932704196 0.283514126529 1.76785765689 1.7410675734 
68 0.813273257166 0.607496005569 0.285783265974 1.76785765689 1.7410675734 
69 0.817219314147 0.610059687726 0.287175885244 1.76785765689 1.7410675734 
70 0.823221175453 0.612567919773 0.290111707163 1.76785765689 1.7410675734 
71 0.828435736311 0.614986332573 0.292154472543 1.76785765689 1.7410675734 
72 0.831459544128 0.617448386347 0.293579301293 1.76785765689 1.7410675734 
73 0.837293930609 0.620340066262 0.295001282243 1.76785765689 1.7410675734 
74 0.840585013231 0.623177005033 0.295886275596 1.76785765689 1.7410675734 
75 0.846753179815 0.625932839449 0.298060900457 1.76785765689 1.74513859549 
76 0.851785463153 0.628281761624 0.299482682218 1.76785765689 1.75335429902 
77 0.856370262051 0.630513266786 0.301065706573 1.76785765689 1.7615852088 
78 0.869126614245 0.632664602476 0.303419220476 1.76785765689 1.76709184729 
79 0.874461958216 0.636479106467 0.306485589491 1.76785765689 1.77240953322 
80 0.879552531436 0.638817592577 0.308520235318 1.76785765689 1.78137182811 
81 0.885086787084 0.642026042388 0.310230960706 1.76785765689 1.78805611696 
82 0.890102249738 0.646264568941 0.311982847954 1.76785765689 1.80102050937 
83 0.896197362956 0.649674510673 0.313589352577 1.76785765689 1.80931006003 
84 0.901369362569 0.655595946935 0.315208593763 1.76785765689 1.81912189201 
85 0.907062934882 0.660185397018 0.317495281115 1.76785765689 1.82705041143 
86 0.913990173441 0.663492914605 0.318489201476 1.76785765689 1.83913967065 
