mlu_x mlu_y 
1.4733471516 0.997 
1.50773266406 0.996 
1.54211817651 0.996 
1.57650368896 0.994 
1.61088920142 0.981 
1.64527471387 0.969 
1.67966022633 0.956 
1.71404573878 0.932 
1.74843125124 0.912 
1.78281676369 0.894 
1.81720227615 0.872 
1.8515877886 0.849 
1.88597330106 0.812 
1.92035881351 0.782 
1.95474432597 0.758 
1.98912983842 0.733 
2.02351535087 0.705 
2.05790086333 0.672 
2.09228637578 0.629 
2.12667188824 0.602 
2.16105740069 0.571 
2.19544291315 0.531 
2.2298284256 0.508 
2.26421393806 0.489 
2.29859945051 0.466 
2.33298496297 0.438 
2.36737047542 0.41 
2.40175598788 0.388 
2.43614150033 0.362 
2.47052701278 0.336 
2.50491252524 0.321 
2.53929803769 0.298 
2.57368355015 0.28 
2.6080690626 0.263 
2.64245457506 0.245 
2.67684008751 0.228 
2.71122559997 0.209 
2.74561111242 0.192 
2.77999662488 0.181 
2.81438213733 0.17 
2.84876764979 0.158 
2.88315316224 0.147 
2.9175386747 0.135 
2.95192418715 0.126 
2.9863096996 0.117 
3.02069521206 0.111 
3.05508072451 0.106 
3.08946623697 0.092 
3.12385174942 0.089 
3.15823726188 0.083 
3.19262277433 0.075 
3.22700828679 0.066 
3.26139379924 0.057 
3.2957793117 0.051 
3.33016482415 0.048 
3.36455033661 0.046 
3.39893584906 0.044 
3.43332136151 0.039 
3.46770687397 0.038 
3.50209238642 0.035 
3.53647789888 0.033 
3.57086341133 0.029 
3.60524892379 0.026 
3.63963443624 0.024 
3.6740199487 0.023 
3.70840546115 0.02 
3.74279097361 0.017 
3.77717648606 0.016 
3.81156199852 0.015 
3.84594751097 0.013 
3.88033302342 0.012 
3.91471853588 0.012 
3.94910404833 0.011 
3.98348956079 0.011 
4.01787507324 0.011 
4.0522605857 0.01 
4.08664609815 0.01 
4.12103161061 0.01 
4.15541712306 0.01 
4.18980263552 0.01 
4.22418814797 0.01 
4.25857366043 0.008 
4.29295917288 0.007 
4.32734468533 0.006 
4.36173019779 0.006 
4.39611571024 0.006 
4.4305012227 0.006 
4.46488673515 0.005 
4.49927224761 0.005 
4.53365776006 0.004 
4.56804327252 0.003 
4.60242878497 0.003 
4.63681429743 0.003 
4.67119980988 0.003 
4.70558532234 0.002 
4.73997083479 0.002 
4.77435634725 0.002 
4.8087418597 0.002 
4.84312737215 0.002 
4.87751288461 0.002 
4.91189839706 0.001 
