mlu_x mlu_y 
1.44671074237 0.993 
1.48348161166 0.987 
1.52025248095 0.977 
1.55702335023 0.961 
1.59379421952 0.95 
1.63056508881 0.921 
1.6673359581 0.906 
1.70410682738 0.879 
1.74087769667 0.865 
1.77764856596 0.847 
1.81441943525 0.828 
1.85119030453 0.8 
1.88796117382 0.772 
1.92473204311 0.74 
1.9615029124 0.704 
1.99827378168 0.672 
2.03504465097 0.638 
2.07181552026 0.615 
2.10858638955 0.577 
2.14535725883 0.551 
2.18212812812 0.526 
2.21889899741 0.491 
2.25566986669 0.463 
2.29244073598 0.438 
2.32921160527 0.419 
2.36598247456 0.402 
2.40275334384 0.383 
2.43952421313 0.361 
2.47629508242 0.339 
2.51306595171 0.32 
2.54983682099 0.303 
2.58660769028 0.288 
2.62337855957 0.267 
2.66014942886 0.26 
2.69692029814 0.246 
2.73369116743 0.234 
2.77046203672 0.221 
2.80723290601 0.212 
2.84400377529 0.202 
2.88077464458 0.191 
2.91754551387 0.178 
2.95431638315 0.168 
2.99108725244 0.15 
3.02785812173 0.141 
3.06462899102 0.131 
3.1013998603 0.13 
3.13817072959 0.124 
3.17494159888 0.116 
3.21171246817 0.109 
3.24848333745 0.106 
3.28525420674 0.1 
3.32202507603 0.094 
3.35879594532 0.09 
3.3955668146 0.079 
3.43233768389 0.077 
3.46910855318 0.074 
3.50587942246 0.073 
3.54265029175 0.069 
3.57942116104 0.068 
3.61619203033 0.062 
3.65296289961 0.061 
3.6897337689 0.059 
3.72650463819 0.055 
3.76327550748 0.052 
3.80004637676 0.049 
3.83681724605 0.046 
3.87358811534 0.045 
3.91035898463 0.041 
3.94712985391 0.039 
3.9839007232 0.035 
4.02067159249 0.033 
4.05744246178 0.03 
4.09421333106 0.027 
4.13098420035 0.025 
4.16775506964 0.022 
4.20452593892 0.02 
4.24129680821 0.018 
4.2780676775 0.017 
4.31483854679 0.015 
4.35160941607 0.013 
4.38838028536 0.011 
4.42515115465 0.01 
4.46192202394 0.008 
4.49869289322 0.008 
4.53546376251 0.008 
4.5722346318 0.008 
4.60900550109 0.006 
4.64577637037 0.006 
4.68254723966 0.006 
4.71931810895 0.005 
4.75608897824 0.004 
4.79285984752 0.004 
4.82963071681 0.003 
4.8664015861 0.003 
4.90317245538 0.003 
4.93994332467 0.003 
4.97671419396 0.003 
5.01348506325 0.002 
5.05025593253 0.002 
5.08702680182 0.002 
5.12379767111 0.001 
